sample_size,repeat,model,class,precision,recall,f1_score,support
5600,2,FS_PCA_RBF_SVM,6,0.8812260536398467,0.9583333333333334,0.9181636726546906,240.0
5600,2,FS_PCA_RBF_SVM,7,0.9871244635193133,0.9583333333333334,0.9725158562367865,240.0
5600,2,FS_PCA_RandomForest,1,0.8726591760299626,0.9708333333333333,0.9191321499013807,240.0
5600,2,FS_PCA_RandomForest,2,0.9704433497536946,0.8208333333333333,0.8893905191873589,240.0
5600,2,FS_PCA_RandomForest,3,0.8700787401574803,0.9208333333333333,0.8947368421052632,240.0
5600,2,FS_PCA_RandomForest,4,1.0,0.9387755102040817,0.968421052631579,147.0
5600,2,FS_PCA_RandomForest,5,0.9747899159663865,0.9666666666666667,0.9707112970711297,240.0
5600,2,FS_PCA_RandomForest,6,0.9061224489795918,0.925,0.9154639175257732,240.0
5600,2,FS_PCA_RandomForest,7,0.9669421487603306,0.975,0.970954356846473,240.0
2800,0,FS_PCA_L1_Logistic,1,0.8688524590163934,0.8833333333333333,0.8760330578512396,120.0
2800,0,FS_PCA_L1_Logistic,2,0.9433962264150944,0.8333333333333334,0.8849557522123894,120.0
2800,0,FS_PCA_L1_Logistic,3,0.8833333333333333,0.8833333333333333,0.8833333333333333,120.0
2800,0,FS_PCA_L1_Logistic,4,0.9831932773109243,0.975,0.9790794979079498,120.0
2800,0,FS_PCA_L1_Logistic,5,0.9365079365079365,0.9833333333333333,0.959349593495935,120.0
2800,0,FS_PCA_L1_Logistic,6,0.8045112781954887,0.8916666666666667,0.8458498023715415,120.0
2800,0,FS_PCA_L1_Logistic,7,0.9736842105263158,0.925,0.9487179487179487,120.0
2800,0,FS_PCA_Shrinkage_LDA,1,0.8650793650793651,0.9083333333333333,0.8861788617886179,120.0
2800,0,FS_PCA_Shrinkage_LDA,2,0.9895833333333334,0.7916666666666666,0.8796296296296297,120.0
2800,0,FS_PCA_Shrinkage_LDA,3,0.8306451612903226,0.8583333333333333,0.8442622950819673,120.0
2800,0,FS_PCA_Shrinkage_LDA,4,0.9913793103448276,0.9583333333333334,0.9745762711864406,120.0
2800,0,FS_PCA_Shrinkage_LDA,5,0.944,0.9833333333333333,0.963265306122449,120.0
2800,0,FS_PCA_Shrinkage_LDA,6,0.7883211678832117,0.9,0.8404669260700389,120.0
2800,0,FS_PCA_Shrinkage_LDA,7,0.9741379310344828,0.9416666666666667,0.9576271186440678,120.0
2800,0,FS_PCA_RBF_SVM,1,0.8615384615384616,0.9333333333333333,0.896,120.0
2800,0,FS_PCA_RBF_SVM,2,0.9532710280373832,0.85,0.8986784140969163,120.0
2800,0,FS_PCA_RBF_SVM,3,0.8666666666666667,0.8666666666666667,0.8666666666666667,120.0
2800,0,FS_PCA_RBF_SVM,4,0.9831932773109243,0.975,0.9790794979079498,120.0
2800,0,FS_PCA_RBF_SVM,5,0.9516129032258065,0.9833333333333333,0.9672131147540983,120.0
2800,0,FS_PCA_RBF_SVM,6,0.848,0.8833333333333333,0.8653061224489796,120.0
2800,0,FS_PCA_RBF_SVM,7,0.9826086956521739,0.9416666666666667,0.9617021276595744,120.0
2800,0,FS_PCA_RandomForest,1,0.8208955223880597,0.9166666666666666,0.8661417322834646,120.0
2800,0,FS_PCA_RandomForest,2,0.9509803921568627,0.8083333333333333,0.8738738738738738,120.0
2800,0,FS_PCA_RandomForest,3,0.8292682926829268,0.85,0.8395061728395061,120.0
2800,0,FS_PCA_RandomForest,4,0.9913793103448276,0.9583333333333334,0.9745762711864406,120.0
2800,0,FS_PCA_RandomForest,5,0.936,0.975,0.9551020408163265,120.0
